policy_number,incident_date,incident_type,collision_type,incident_severity,total_claim_amount,injury_claim,property_claim,vehicle_claim,fraud_reported
488146,10/17/22 14:12,Single Vehicle Collision,Front Collision,Minor Damage,52703,5223,5358,42509,Y
602400,11/2/22 6:24,Single Vehicle Collision,Side Collision,Total Loss,89075,8205,16252,65065,N
440753,8/16/17 6:27,Multi-vehicle Collision,Front Collision,Total Loss,35087,3291,6622,26310,Y
148600,10/29/21 17:29,Multi-vehicle Collision,Side Collision,Total Loss,68923,13500,6806,47476,N
942566,4/27/24 6:37,Single Vehicle Collision,Front Collision,Minor Damage,77019,6428,13360,58423,N
666948,1/7/19 12:49,Multi-vehicle Collision,Rear Collision,Total Loss,58465,0,11385,45825,N
594598,3/19/16 10:19,Single Vehicle Collision,Side Collision,Total Loss,44193,9052,4499,31538,
597571,4/22/23 7:11,Multi-vehicle Collision,Side Collision,Total Loss,24243,2187,4378,17644,N
417551,7/15/21 11:41,Single Vehicle Collision,Side Collision,Total Loss,39596,5764,5727,29199,N
457364,1/31/20 6:37,Multi-vehicle Collision,Side Collision,Minor Damage,52199,5711,5825,40762,N
723216,6/10/22 17:00,Multi-vehicle Collision,Side Collision,Major Damage,71166,12665,12956,45297,N
339392,2/4/20 2:35,Multi-vehicle Collision,Rear Collision,Minor Damage,81252,6716,13112,60489,N
110763,12/8/22 11:51,Single Vehicle Collision,Rear Collision,Total Loss,47664,0,5208,41945,N
252650,9/22/18 22:39,Single Vehicle Collision,Rear Collision,Minor Damage,43331,7826,7840,28120,N
880182,7/26/18 10:10,Parked Car,?,Minor Damage,3124,572,277,2218,N
736894,6/3/17 10:07,Multi-vehicle Collision,Side Collision,Major Damage,53636,9669,9878,34054,Y
261119,6/28/17 3:41,Single Vehicle Collision,Rear Collision,Minor Damage,70457,7147,13919,49370,N
498879,4/26/21 8:52,Multi-vehicle Collision,Front Collision,Major Damage,54433,5967,12075,36769,N
600037,11/21/22 18:34,Single Vehicle Collision,Side Collision,Total Loss,45081,8935,4515,31050,N
530432,5/26/16 16:53,Multi-vehicle Collision,Side Collision,Major Damage,81746,7310,14780,58852,
528964,3/3/21 9:04,Multi-vehicle Collision,Side Collision,Major Damage,82187,7267,14592,58713,Y
747878,7/5/18 4:12,Single Vehicle Collision,Front Collision,Total Loss,90439,8145,16480,66831,Y
614986,7/21/22 19:29,Single Vehicle Collision,Side Collision,Minor Damage,71974,11970,12049,47057,N
181414,11/18/18 0:37,Single Vehicle Collision,Rear Collision,Minor Damage,77727,15510,7919,53842,Y
117890,4/21/20 10:31,Multi-vehicle Collision,Front Collision,Major Damage,73061,14728,14578,43118,N
910000,4/9/23 1:30,Multi-vehicle Collision,Rear Collision,Total Loss,63169,9815,9685,43988,Y
620213,3/29/17 22:26,Multi-vehicle Collision,Side Collision,Total Loss,42602,4262,4278,33912,N
153213,9/26/23 9:34,Multi-vehicle Collision,Side Collision,Total Loss,68552,13782,6880,47264,N
685529,3/26/22 1:47,Multi-vehicle Collision,Front Collision,Total Loss,67184,10360,10372,46186,N
926480,6/29/20 9:48,Multi-vehicle Collision,Front Collision,Total Loss,79097,7140,14333,56589,N
593412,11/23/23 5:20,Vehicle Theft,?,Trivial Damage,5938,655,667,4621,N
742629,8/7/22 21:07,Single Vehicle Collision,Front Collision,Major Damage,87769,16125,7957,63512,Y
248314,2/18/23 14:23,Multi-vehicle Collision,Rear Collision,Minor Damage,47661,4824,4797,38264,N
613253,12/15/21 18:06,Single Vehicle Collision,Rear Collision,Minor Damage,65241,7205,7225,50921,N
991980,2/21/18 1:35,Vehicle Theft,?,Minor Damage,8088,1456,726,5912,N
412894,9/21/17 3:32,Single Vehicle Collision,Side Collision,Total Loss,40958,5774,5745,29005,N
558309,6/9/19 2:31,Parked Car,?,Minor Damage,5183,941,468,3747,N
428350,12/14/20 7:20,Multi-vehicle Collision,Side Collision,Major Damage,75629,17571,11511,45917,Y
924823,5/23/24 17:59,Vehicle Theft,?,Trivial Damage,7113,1298,642,5101,N
561373,2/17/22 11:59,Single Vehicle Collision,Front Collision,Minor Damage,86643,8654,8647,69926,N
956041,5/5/17 12:14,Parked Car,?,Trivial Damage,6533,823,812,4889,N
145738,3/14/21 12:35,Single Vehicle Collision,Rear Collision,Major Damage,64153,6474,6440,50545,N
403358,5/11/18 3:19,Single Vehicle Collision,Side Collision,Total Loss,52990,0,6657,46823,N
964530,11/5/21 8:20,Multi-vehicle Collision,Rear Collision,Major Damage,70095,12464,6292,50318,N
677458,7/4/16 0:29,Multi-vehicle Collision,Front Collision,Total Loss,61189,10385,10353,40876,
563645,7/10/19 19:17,Single Vehicle Collision,Front Collision,Total Loss,56458,5202,10606,42504,N
801892,2/26/21 12:01,Single Vehicle Collision,Front Collision,Total Loss,55595,5643,11170,38576,N
254116,8/17/18 17:13,Single Vehicle Collision,Rear Collision,Total Loss,86963,15697,15612,54705,N
512299,7/25/23 8:24,Multi-vehicle Collision,Rear Collision,Major Damage,76917,6984,13818,55641,N
742546,3/11/22 2:18,Multi-vehicle Collision,Side Collision,Major Damage,54206,9714,9654,33506,Y
681024,3/9/23 9:49,Multi-vehicle Collision,Front Collision,Total Loss,67067,10332,10337,46077,N
253681,10/24/23 6:22,Multi-vehicle Collision,Rear Collision,Minor Damage,74054,12371,12224,48730,N
594603,12/13/22 0:32,Single Vehicle Collision,Front Collision,Minor Damage,63316,5305,10573,47366,N
743823,12/23/22 2:58,Single Vehicle Collision,Side Collision,Total Loss,70883,11828,11978,47975,N
461529,8/10/18 9:39,Parked Car,?,Minor Damage,4169,420,825,2936,N
240122,12/22/20 7:37,Multi-vehicle Collision,Side Collision,Minor Damage,61681,11042,5539,44366,N
217800,9/14/16 11:23,Multi-vehicle Collision,Side Collision,Minor Damage,53811,11552,5884,35750,
524980,1/29/23 1:08,Multi-vehicle Collision,Side Collision,Major Damage,80466,7298,14899,60200,Y
439982,7/30/18 14:29,Multi-vehicle Collision,Front Collision,Total Loss,35957,3210,6489,26170,Y
534614,10/16/21 20:10,Single Vehicle Collision,Rear Collision,Major Damage,47152,5292,5242,36822,N
507533,2/11/16 20:31,Multi-vehicle Collision,Rear Collision,Major Damage,60259,13404,6681,41158,
534264,5/30/17 5:48,Single Vehicle Collision,Rear Collision,Total Loss,59907,5953,5921,48023,Y
714483,8/1/17 15:20,Single Vehicle Collision,Rear Collision,Total Loss,42025,6945,6906,28294,N
427408,7/6/20 0:38,Multi-vehicle Collision,Rear Collision,Total Loss,64694,10490,10461,42047,N
352404,6/23/19 0:55,Multi-vehicle Collision,Side Collision,Total Loss,92150,15153,15380,59849,N
108401,4/8/19 2:26,Multi-vehicle Collision,Front Collision,Minor Damage,56858,10481,5265,42993,N
205586,12/10/17 14:42,Parked Car,?,Trivial Damage,4338,0,951,3327,N
954241,9/5/16 1:39,Multi-vehicle Collision,Front Collision,Total Loss,77593,7052,14355,56272,
634915,12/2/23 6:41,Multi-vehicle Collision,Side Collision,Total Loss,43057,4281,4246,34473,N
220353,6/7/16 13:08,Single Vehicle Collision,Front Collision,Minor Damage,43639,8707,4315,30694,
595719,3/7/18 8:21,Single Vehicle Collision,Front Collision,Minor Damage,63325,5265,10496,47408,N
688122,3/9/16 7:53,Single Vehicle Collision,Front Collision,Total Loss,60220,6774,6709,46819,
339321,9/17/19 10:13,Single Vehicle Collision,Front Collision,Minor Damage,84242,16701,8317,59358,Y
213414,11/4/23 1:32,Multi-vehicle Collision,Front Collision,Major Damage,36557,3611,7527,25806,N
278177,1/2/16 10:45,Single Vehicle Collision,Side Collision,Total Loss,34552,3494,7116,24583,
763216,12/20/19 19:47,Multi-vehicle Collision,Side Collision,Total Loss,50259,5671,5739,39887,N
482490,4/30/19 9:29,Single Vehicle Collision,Front Collision,Minor Damage,90902,8840,8926,71556,N
950176,11/23/16 11:45,Multi-vehicle Collision,Front Collision,Major Damage,62942,6397,6373,51115,
503007,4/8/21 14:31,Single Vehicle Collision,Rear Collision,Minor Damage,86734,14379,7165,64127,N
789377,4/29/17 14:07,Single Vehicle Collision,Rear Collision,Total Loss,50653,5684,5747,39132,N
494729,9/20/23 11:26,Vehicle Theft,?,Minor Damage,3077,555,558,1985,N
168096,11/27/17 17:23,Multi-vehicle Collision,Side Collision,Major Damage,79349,7172,14034,56801,N
322623,2/16/18 4:33,Single Vehicle Collision,Front Collision,Minor Damage,54341,5401,5414,43139,N
191929,5/9/16 6:53,Multi-vehicle Collision,Front Collision,Total Loss,60151,5020,15057,40005,
532631,9/30/16 20:18,Multi-vehicle Collision,Side Collision,Minor Damage,60050,9225,9334,41870,
600706,4/9/16 16:17,Single Vehicle Collision,Front Collision,Minor Damage,62932,5259,10588,47298,
411988,10/7/16 19:30,Single Vehicle Collision,Side Collision,Total Loss,40541,5812,5726,28576,
217494,8/2/18 1:00,Single Vehicle Collision,Side Collision,Major Damage,112018,17729,17123,76900,Y
889123,3/22/24 9:32,Multi-vehicle Collision,Rear Collision,Total Loss,63285,9877,9844,43926,Y
639126,6/3/24 21:30,Single Vehicle Collision,Front Collision,Minor Damage,52729,5359,5264,42741,N
326002,3/21/16 12:29,Single Vehicle Collision,Front Collision,Minor Damage,53603,5476,5391,42456,
109201,3/19/17 11:38,Single Vehicle Collision,Rear Collision,Total Loss,45832,0,5218,42175,N
512818,9/21/21 9:53,Multi-vehicle Collision,Rear Collision,Total Loss,36403,3582,7300,25194,N
480732,1/13/17 16:40,Parked Car,?,Trivial Damage,3880,662,656,2683,N
117365,6/28/16 2:22,Multi-vehicle Collision,Front Collision,Major Damage,72235,14353,14606,43176,
636797,1/13/19 10:57,Multi-vehicle Collision,Rear Collision,Total Loss,39974,0,0,39634,N
410644,5/11/19 4:38,Multi-vehicle Collision,Front Collision,Minor Damage,79461,21387,7040,50215,N
685507,4/27/20 8:38,Multi-vehicle Collision,Front Collision,Total Loss,61647,10233,10427,41137,N
458761,7/15/20 2:00,Multi-vehicle Collision,Rear Collision,Minor Damage,75536,13768,6810,55199,Y
511854,4/9/22 16:54,Multi-vehicle Collision,Front Collision,Major Damage,55864,6099,12174,36027,N
257669,4/10/22 9:38,Single Vehicle Collision,Front Collision,Total Loss,61576,6919,6919,48743,Y
415129,2/15/24 20:49,Multi-vehicle Collision,Front Collision,Minor Damage,77507,21194,7121,49825,N
816148,1/7/24 12:08,Single Vehicle Collision,Front Collision,Total Loss,57661,5509,11083,39553,N
514013,1/25/17 4:33,Multi-vehicle Collision,Rear Collision,Major Damage,60619,13704,6866,40038,Y
508107,6/8/16 22:34,Single Vehicle Collision,Front Collision,Total Loss,76899,6509,6270,63340,
261475,9/20/16 1:08,Single Vehicle Collision,Rear Collision,Total Loss,85885,15490,15495,54918,
927143,5/3/17 10:05,Multi-vehicle Collision,Side Collision,Minor Damage,68057,7480,7442,52603,N
641388,10/21/23 3:07,Multi-vehicle Collision,Rear Collision,Total Loss,39619,0,0,39391,N
436802,3/30/24 9:49,Multi-vehicle Collision,Side Collision,Total Loss,83213,15170,15168,53288,N
557986,7/12/17 10:27,Parked Car,?,Minor Damage,5026,945,471,3745,N
503531,9/9/18 16:58,Multi-vehicle Collision,Front Collision,Minor Damage,64019,12926,6374,44786,N
878079,6/22/20 2:14,Parked Car,?,Minor Damage,3064,559,279,2223,N
191655,5/26/21 16:12,Single Vehicle Collision,Side Collision,Major Damage,53453,10721,5428,36738,N
486773,5/11/22 9:40,Multi-vehicle Collision,Side Collision,Total Loss,90735,15025,14733,60211,N
349873,1/1/19 14:42,Multi-vehicle Collision,Front Collision,Major Damage,50973,10037,5108,34778,Y
412826,6/13/17 12:34,Multi-vehicle Collision,Front Collision,Minor Damage,77849,21446,7230,49949,N
164513,10/25/19 9:27,Multi-vehicle Collision,Side Collision,Major Damage,78452,7045,14315,57261,N
990295,12/9/19 16:15,Multi-vehicle Collision,Rear Collision,Major Damage,69199,12534,6373,50327,N
275733,10/29/20 16:10,Parked Car,?,Minor Damage,5894,1083,533,4249,N
516410,7/19/16 16:41,Multi-vehicle Collision,Front Collision,Major Damage,55057,6073,12273,36179,
586199,3/26/24 22:13,Single Vehicle Collision,Rear Collision,Total Loss,76955,15603,7633,54324,N
327765,11/7/23 4:46,Single Vehicle Collision,Front Collision,Minor Damage,53912,5419,5397,43738,N
965027,10/3/23 0:24,Multi-vehicle Collision,Rear Collision,Major Damage,69741,12686,6403,51837,N
552679,4/19/22 2:38,Parked Car,?,Minor Damage,5142,946,464,3712,N
485325,1/16/17 3:11,Vehicle Theft,?,Minor Damage,3135,562,563,1958,N
108169,1/30/23 10:35,Multi-vehicle Collision,Front Collision,Minor Damage,58071,10468,5262,42649,N
568025,1/31/23 20:01,Single Vehicle Collision,Front Collision,Minor Damage,87459,8711,8773,70206,N
432741,12/26/19 1:11,Multi-vehicle Collision,Rear Collision,Minor Damage,65260,6519,6463,53563,N
205826,5/19/24 22:02,Multi-vehicle Collision,Front Collision,Total Loss,26519,4838,4801,16969,N
919011,2/8/22 2:16,Multi-vehicle Collision,Side Collision,Minor Damage,67895,7577,7542,53076,N
285285,9/5/23 20:19,Single Vehicle Collision,Front Collision,Minor Damage,51088,5760,5705,39786,Y
324123,1/30/19 12:35,Single Vehicle Collision,Front Collision,Minor Damage,53844,5390,5352,43383,N
395330,11/25/22 22:53,Multi-vehicle Collision,Rear Collision,Major Damage,60885,6103,12269,42265,Y
279707,11/29/18 4:08,Single Vehicle Collision,Front Collision,Minor Damage,52229,5586,5693,40087,Y
515620,11/18/20 12:42,Multi-vehicle Collision,Rear Collision,Major Damage,60818,13536,6724,40967,Y
363442,1/25/23 13:32,Single Vehicle Collision,Side Collision,Total Loss,48813,8893,8989,31182,N
640885,4/13/24 8:13,Single Vehicle Collision,Side Collision,Total Loss,46551,4651,9246,32539,N
338922,10/20/17 18:08,Single Vehicle Collision,Front Collision,Minor Damage,81514,16657,8461,58991,Y
362070,6/2/17 0:41,Multi-vehicle Collision,Side Collision,Total Loss,58106,5864,5755,45964,N
855418,12/4/21 6:13,Vehicle Theft,?,Trivial Damage,7234,804,816,5630,N
109358,3/4/21 18:30,Multi-vehicle Collision,Front Collision,Minor Damage,58544,10550,5273,41843,N
622798,1/27/18 8:02,Parked Car,?,Trivial Damage,6063,664,694,4734,N
255939,7/14/16 19:39,Single Vehicle Collision,Rear Collision,Minor Damage,70081,7028,14157,48375,
201481,6/30/23 23:12,Single Vehicle Collision,Front Collision,Total Loss,62405,6816,7025,48314,N
160673,8/6/21 18:43,Parked Car,?,Minor Damage,4886,494,1462,3001,N
601325,5/8/22 23:09,Multi-vehicle Collision,Side Collision,Total Loss,24032,2152,4408,17596,N
758144,8/25/16 14:51,Multi-vehicle Collision,Side Collision,Total Loss,43207,3876,3920,35179,
826570,7/29/23 21:05,Single Vehicle Collision,Side Collision,Major Damage,44636,9924,4936,29544,N
488903,3/21/16 4:07,Vehicle Theft,?,Minor Damage,4718,523,523,3628,
550331,11/24/22 5:05,Multi-vehicle Collision,Rear Collision,Total Loss,52874,5899,0,47138,N
677083,4/21/19 8:07,Multi-vehicle Collision,Side Collision,Total Loss,60173,6009,6076,48264,N
801341,11/1/20 2:42,Single Vehicle Collision,Side Collision,Major Damage,51902,10402,5281,36276,N
833827,9/17/21 13:56,Single Vehicle Collision,Front Collision,Minor Damage,59297,11719,5886,40923,N
325370,8/21/17 3:29,Single Vehicle Collision,Rear Collision,Major Damage,54437,13866,9267,32068,Y
511261,11/12/21 7:32,Multi-vehicle Collision,Side Collision,Major Damage,66692,7282,14374,44668,N
298162,3/30/24 1:28,Single Vehicle Collision,Side Collision,Minor Damage,94959,14769,14712,65967,N
503943,7/3/17 0:44,Multi-vehicle Collision,Front Collision,Major Damage,54514,5995,12214,36043,N
262771,6/21/17 21:12,Single Vehicle Collision,Side Collision,Minor Damage,61052,6758,6670,47383,N
336790,12/15/22 2:42,Multi-vehicle Collision,Rear Collision,Minor Damage,80578,6643,13723,60381,N
168631,8/15/21 11:43,Single Vehicle Collision,Side Collision,Total Loss,35229,6538,3246,26188,N
629551,7/16/17 14:46,Multi-vehicle Collision,Side Collision,Total Loss,44394,4361,4424,35402,N
548920,12/10/21 21:03,Multi-vehicle Collision,Rear Collision,Total Loss,53352,5882,0,46435,N
907620,12/14/22 9:58,Single Vehicle Collision,Side Collision,Major Damage,72891,6559,6774,59205,Y
677659,5/8/18 0:05,Multi-vehicle Collision,Side Collision,Total Loss,59809,6042,6044,47983,N
487345,6/15/17 6:22,Single Vehicle Collision,Rear Collision,Minor Damage,86073,14466,7157,65254,N
478478,11/19/20 22:08,Single Vehicle Collision,Front Collision,Minor Damage,51342,5282,5377,42598,Y
449800,4/7/16 22:29,Multi-vehicle Collision,Side Collision,Minor Damage,52195,5721,5696,40068,
142496,12/1/16 20:23,Multi-vehicle Collision,Rear Collision,Major Damage,40939,3682,7463,29437,Y
633219,11/6/22 19:05,Multi-vehicle Collision,Rear Collision,Total Loss,40458,0,0,39732,N
350895,11/20/22 0:46,Single Vehicle Collision,Front Collision,Major Damage,53511,6786,6796,40968,N
385312,7/21/16 10:29,Single Vehicle Collision,Rear Collision,Minor Damage,81478,14935,7444,59289,
362690,2/21/23 0:54,Multi-vehicle Collision,Side Collision,Total Loss,58150,5912,5846,46399,N
648049,7/7/19 16:03,Single Vehicle Collision,Side Collision,Total Loss,47302,4708,9286,32916,N
147090,4/17/19 20:31,Single Vehicle Collision,Rear Collision,Major Damage,64142,6387,6491,50972,N
282969,6/9/24 11:16,Multi-vehicle Collision,Front Collision,Major Damage,74132,7426,14904,52319,N
103639,5/17/19 19:29,Multi-vehicle Collision,Front Collision,Minor Damage,73965,7342,7395,59343,N
808228,10/15/21 10:44,Single Vehicle Collision,Side Collision,Major Damage,52831,10463,5252,36624,N
489062,3/27/21 1:33,Single Vehicle Collision,Front Collision,Minor Damage,90346,9001,8851,71763,N
929111,6/27/22 1:55,Vehicle Theft,?,Trivial Damage,7214,1306,642,5232,N
193166,1/29/17 17:14,Single Vehicle Collision,Rear Collision,Total Loss,45408,10183,10128,24927,N
350271,2/21/16 14:36,Multi-vehicle Collision,Front Collision,Major Damage,50738,10211,5007,35626,
563027,7/3/20 14:07,Single Vehicle Collision,Rear Collision,Total Loss,53808,9958,10026,34279,N
683161,5/16/19 1:41,Multi-vehicle Collision,Front Collision,Total Loss,66309,10496,10170,46792,N
402143,6/22/23 22:55,Multi-vehicle Collision,Side Collision,Major Damage,51026,5079,5130,39998,Y
735805,10/23/21 2:39,Multi-vehicle Collision,Rear Collision,Minor Damage,39912,6702,6735,26401,N
287140,6/12/22 2:26,Vehicle Theft,?,Trivial Damage,4597,504,511,3516,N
916957,2/3/20 9:52,Single Vehicle Collision,Side Collision,Major Damage,72549,6649,6441,59462,Y
152725,10/16/23 22:48,Parked Car,?,Trivial Damage,5826,1066,1053,3704,N
718113,8/31/20 2:36,Multi-vehicle Collision,Side Collision,Minor Damage,52317,5839,11676,34657,N
387664,6/18/18 2:34,Single Vehicle Collision,Rear Collision,Minor Damage,81475,15005,7510,59884,Y
411940,10/18/16 14:40,Multi-vehicle Collision,Side Collision,Major Damage,50592,4945,5012,40808,
557680,9/10/19 11:01,Parked Car,?,Trivial Damage,4234,777,383,3134,N
906332,2/20/19 1:50,Single Vehicle Collision,Side Collision,Major Damage,72677,6607,6725,59302,Y
816070,1/9/23 4:37,Single Vehicle Collision,Rear Collision,Total Loss,49647,4958,9987,34772,N
251322,6/30/23 14:50,Single Vehicle Collision,Rear Collision,Minor Damage,42513,7925,8019,27595,N
575515,4/13/23 14:11,Single Vehicle Collision,Rear Collision,Total Loss,74924,15295,7609,53713,N
838619,5/27/23 11:33,Vehicle Theft,?,Minor Damage,6853,1234,629,4921,N
937265,2/15/22 9:49,Multi-vehicle Collision,Side Collision,Minor Damage,53700,5968,11884,35174,N
754997,4/19/16 18:43,Single Vehicle Collision,Side Collision,Total Loss,71664,12093,11932,47044,
249384,12/13/20 6:15,Multi-vehicle Collision,Rear Collision,Minor Damage,73725,12100,12370,49199,N
561387,7/22/22 3:50,Single Vehicle Collision,Side Collision,Minor Damage,106839,16436,16371,74482,N
113373,12/22/19 21:56,Multi-vehicle Collision,Rear Collision,Minor Damage,58230,11460,5769,40894,N
544377,2/16/18 12:55,Multi-vehicle Collision,Rear Collision,Total Loss,53818,5990,0,47574,N
