months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit
143,29,963291,2/17/95 0:32,IN,250/500,1988,1570.236047,0
69,26,601639,11/20/11 1:44,IL,100/300,2007,918.1122315,0
77,31,722485,12/23/13 3:11,OH,250/500,993,1380.45896,0
377,55,284132,5/25/20 6:28,IL,100/300,2026,966.9728698,0
222,40,781986,2/26/22 0:43,OH,100/300,497,1136.359601,0
61,23,428948,5/24/01 10:07,IL,100/300,497,1101.283475,0
378,53,840729,4/8/06 17:00,IL,100/300,495,1681.559735,0
225,38,620538,9/7/16 21:09,OH,250/500,512,1400.452725,0
133,33,432573,1/13/14 13:36,IL,100/300,2019,1088.488072,0
310,47,722736,6/23/07 23:56,OH,100/300,1005,1022.106034,6059258
284,48,953474,12/13/01 9:57,OH,500/1000,998,1483.001164,0
302,49,751685,2/6/01 6:02,IN,250/500,996,1465.543485,3025372
440,55,673843,1/29/01 16:28,IN,250/500,501,1260.260214,4028875
176,34,850742,4/11/01 13:17,IN,500/1000,1012,1117.904988,8005016
206,40,949290,3/27/03 10:36,OH,250/500,1995,1763.96568,0
271,44,184386,7/6/98 15:10,OH,100/300,496,1311.776522,4010803
286,45,217318,4/16/24 11:33,OH,100/300,1007,1293.229862,0
263,43,958624,8/16/93 7:15,IL,500/1000,2021,1363.596471,0
212,40,484524,11/5/08 13:05,IL,500/1000,1005,1537.044819,0
104,28,798272,6/5/02 9:48,OH,250/500,502,1082.454109,0
216,42,432276,6/24/08 21:32,IL,500/1000,1992,873.5405004,0
124,29,379515,9/19/00 7:12,IN,250/500,502,1212.323221,0
179,39,888103,12/5/09 4:24,IN,500/1000,494,1386.279095,4947825
371,54,578644,6/7/14 13:29,OH,250/500,1989,1582.227642,0
130,32,542224,1/2/16 5:42,OH,100/300,1997,755.0891051,0
469,58,808291,11/6/08 19:21,IN,500/1000,2009,977.3242653,0
94,26,103416,8/30/19 17:07,IL,250/500,1009,1005.917071,0
316,44,282241,3/27/01 10:10,IL,500/1000,1990,1357.529511,5958142
260,44,824170,8/3/23 6:32,OH,250/500,2015,1670.696711,0
122,31,614404,4/17/08 19:31,IL,500/1000,1004,1076.503159,6005740
267,40,798596,2/15/07 9:26,IN,100/300,504,1454.362229,0
156,34,829171,11/9/05 16:04,OH,100/300,996,1034.932505,0
64,30,159348,12/30/06 17:49,IL,250/500,1992,1683.079759,0
85,25,159132,7/22/11 0:47,IN,250/500,495,1252.081374,0
290,46,590596,10/19/12 4:35,OH,500/1000,1998,1095.431401,0
124,34,625015,1/4/22 1:48,IN,100/300,2017,1077.325889,0
297,48,764599,2/27/20 0:16,IN,500/1000,500,1137.737787,0
127,29,743690,11/25/00 2:58,OH,500/1000,994,1897.176301,0
231,36,346200,6/3/23 18:04,IL,250/500,1956,1199.922403,0
404,55,249633,6/15/02 11:53,IL,250/500,497,861.5307476,0
425,60,957946,1/9/05 19:27,IN,100/300,998,1186.741116,7037991
129,30,152466,6/12/94 9:05,IL,500/1000,2010,931.1966562,0
207,35,744048,5/17/11 11:17,IN,100/300,2005,1204.029537,0
138,33,296098,2/13/13 10:45,IL,250/500,500,1357.636741,4986925
163,36,952085,4/10/09 21:18,IN,250/500,996,1500.049147,0
267,41,791624,10/7/96 21:57,IN,100/300,510,1445.332557,0
378,51,511762,4/23/22 18:24,IN,500/1000,1000,1502.798288,0
27,28,731030,3/27/20 0:15,IN,100/300,2056,1354.734034,0
123,29,380773,4/7/97 11:22,IN,250/500,506,1201.417128,0
338,50,349952,1/25/10 21:04,IN,500/1000,991,1276.303328,0
233,43,930306,6/23/11 0:49,OH,250/500,503,912.4663422,0
122,29,378918,10/24/93 15:32,IN,250/500,500,1202.05417,0
277,43,351511,1/30/11 7:11,IN,100/300,995,1550.305947,0
106,33,516144,1/29/21 21:54,IL,100/300,1986,687.7296047,0
143,30,944081,11/3/15 23:29,IN,250/500,1974,1616.253637,0
204,40,654252,3/23/17 13:41,OH,250/500,999,1694.489848,7019320
278,46,500659,12/1/13 16:46,OH,100/300,2008,1589.61533,0
308,49,795965,4/16/23 20:12,OH,250/500,500,866.571358,0
209,36,722217,2/11/94 8:09,IN,100/300,1973,1219.839359,0
418,55,114506,12/30/13 16:45,IN,100/300,1978,1255.6582,0
142,33,601237,8/6/99 12:45,IN,100/300,2021,1377.24984,5054451
188,40,310554,9/8/01 14:12,OH,100/300,500,1229.257649,0
236,43,938600,5/18/18 16:28,OH,250/500,512,920.647286,0
29,32,661238,7/19/05 4:41,OH,100/300,989,1709.823719,0
118,28,337532,5/4/05 13:06,OH,250/500,500,1243.682108,0
29,32,660752,12/31/08 0:31,OH,100/300,997,1722.077566,0
274,40,947396,12/30/00 10:14,OH,500/1000,1005,1400.39071,0
138,34,295530,10/6/02 23:16,IL,250/500,497,1355.339438,4989232
300,46,830832,8/6/08 18:23,IN,100/300,1015,708.8963077,0
106,28,858460,9/24/16 6:32,OH,250/500,504,1058.835176,0
433,55,676046,8/17/97 20:39,IN,250/500,499,1265.302739,3996778
326,47,991844,12/23/06 4:15,IL,100/300,1983,1085.88929,0
215,39,168440,12/21/00 14:25,OH,100/300,999,1272.21438,0
165,33,761931,10/29/04 22:39,OH,100/300,1006,1451.801173,0
107,32,306286,8/15/98 23:29,OH,100/300,494,1156.81558,3986999
400,55,604174,3/16/12 7:54,OH,250/500,2008,1264.768941,0
288,43,172160,7/9/06 17:58,OH,100/300,2009,1520.222277,0
95,30,331873,6/25/06 21:06,IL,250/500,1997,1367.148615,0
292,50,799458,6/25/09 12:53,OH,250/500,501,876.9896509,0
294,49,783237,5/21/16 4:33,OH,250/500,508,856.4795486,0
328,48,793603,8/12/00 11:24,IL,250/500,1990,1721.434115,6950686
376,56,394549,5/11/01 19:31,IN,250/500,492,1611.709829,0
108,32,297417,12/23/08 10:57,OH,100/300,499,1185.688343,3979955
299,49,757076,5/7/06 16:58,IN,500/1000,502,1127.740459,0
378,53,845726,8/16/16 4:28,IL,100/300,497,1687.666897,0
279,45,484868,3/15/09 9:51,IL,500/1000,1965,1318.302023,0
107,29,236541,2/5/15 21:38,IN,500/1000,1008,1310.979868,0
396,53,602151,8/29/15 3:43,OH,250/500,2001,1291.60372,0
410,52,373976,3/12/19 5:47,IN,500/1000,497,1350.381586,0
109,33,322847,6/20/06 20:04,IN,250/500,992,1188.156878,0
286,42,172616,10/12/23 21:05,OH,100/300,1987,1496.640527,0
208,38,116321,2/7/94 13:22,OH,250/500,505,1188.05346,0
187,33,461979,4/1/96 18:59,IL,250/500,983,1349.834034,0
205,39,646670,12/19/99 10:33,OH,250/500,1000,1659.279874,7064087
57,23,529201,8/25/20 7:26,OH,500/1000,2010,1487.246216,4978138
287,45,236011,7/1/96 13:41,IL,100/300,984,1119.834764,0
270,45,979568,6/10/04 17:33,IL,100/300,498,1046.208807,5895363
154,33,893197,9/17/99 3:19,IL,250/500,500,983.0213624,0
338,48,840857,4/6/96 20:01,IN,500/1000,1992,1535.351185,0
200,40,937003,10/5/14 8:10,IL,100/300,992,1453.613618,0
4,39,504840,3/3/13 2:23,IL,100/300,986,1341.306311,5896313
311,47,714343,12/5/10 19:45,OH,100/300,995,1012.553334,5971719
198,42,659305,11/4/09 22:10,OH,250/500,1005,881.6184809,0
102,28,821016,5/1/09 1:28,OH,250/500,501,1072.622912,0
212,35,716068,4/11/06 5:31,IL,100/300,504,1051.018576,0
15,34,392618,7/20/09 18:05,IL,100/300,1004,1833.427039,0
237,44,220191,8/17/99 21:05,OH,250/500,1986,1162.311799,0
130,32,552278,2/5/09 14:03,OH,100/300,1996,771.178154,0
235,43,222040,10/16/23 15:52,OH,250/500,2008,1192.97919,0
420,52,378693,11/1/08 18:18,IN,500/1000,501,1314.173286,0
172,34,870305,10/28/97 17:28,IN,500/1000,998,1120.22468,8151495
1,33,164390,1/23/96 10:41,IL,250/500,491,878.2906484,0
297,49,748539,9/14/16 4:27,IN,500/1000,499,1146.754459,0
159,37,105532,6/16/09 17:04,IL,500/1000,992,883.4608807,0
270,44,187581,10/9/15 18:18,OH,100/300,497,1316.968609,3962245
208,35,728741,12/2/95 18:02,IL,100/300,497,1030.589986,0
22,21,551348,9/12/11 23:42,IN,250/500,983,1252.119536,0
346,52,702672,12/11/99 20:59,IN,100/300,1986,1379.387145,0
222,41,466118,1/30/97 15:36,IL,100/300,496,906.4438355,0
198,40,940645,1/18/94 9:13,IL,100/300,1014,1450.838749,0
418,52,454960,1/21/06 19:09,IL,500/1000,2006,745.0525795,5972747
22,21,551152,11/21/97 16:24,IN,250/500,1009,1236.055141,0
303,46,830474,2/22/05 22:33,IN,100/300,1004,713.8734422,0
244,45,299910,6/27/20 1:13,IL,500/1000,999,1178.315219,0
37,23,444373,7/6/01 6:57,IL,500/1000,500,1474.706674,0
167,36,286047,11/23/23 11:40,IL,100/300,1006,965.6839315,0
267,43,577680,6/26/95 21:18,IL,250/500,505,1607.787387,0
368,55,575935,1/29/04 2:00,OH,250/500,2011,1587.415657,0
280,48,167827,11/21/20 13:37,OH,250/500,1000,1174.583614,0
95,30,410750,8/15/05 22:24,OH,100/300,500,1382.5376,6075863
186,37,124374,11/4/17 6:11,IN,500/1000,991,1433.665707,5023141
439,59,920951,12/16/99 22:02,IN,250/500,495,1353.006209,0
27,28,727413,12/22/02 21:07,IN,100/300,2023,1350.61215,0
216,41,455967,12/27/03 7:15,IL,100/300,500,904.7473804,0
143,33,596532,12/14/09 0:14,IN,100/300,1997,1365.076902,4955618
290,45,237126,4/22/10 20:59,IL,100/300,995,1135.726711,0
158,34,280464,5/13/14 8:17,OH,100/300,2016,1334.478699,0
232,43,185550,6/2/14 12:27,IN,100/300,491,938.7735724,0
64,26,367014,2/28/98 0:40,IN,100/300,509,1265.776521,2955266
247,45,877118,10/5/19 0:24,IL,250/500,990,1679.950238,0
334,47,442697,3/24/20 11:44,IL,500/1000,1994,1035.204532,0
114,32,766008,3/9/16 1:28,OH,500/1000,996,1236.648938,0
156,31,472443,11/27/95 17:00,IL,100/300,1973,1121.661921,0
168,37,181973,11/8/22 23:27,IL,100/300,995,919.7661697,0
59,40,443209,10/20/00 19:41,IL,250/500,1985,787.8765993,0
162,33,751890,12/4/97 7:00,OH,100/300,1009,1445.546003,0
271,41,960291,7/18/97 14:25,OH,500/1000,998,1380.039553,0
141,33,590480,5/27/13 20:03,IN,100/300,1956,1378.643675,4988571
224,37,372789,9/21/05 11:56,OH,100/300,995,1200.859225,5053786
157,37,106490,10/25/19 4:33,IL,500/1000,1011,891.120752,0
86,30,734257,2/13/10 18:58,IN,500/1000,1021,1440.14318,0
144,30,950662,12/8/08 7:50,IN,250/500,1999,1612.307208,0
221,43,973578,1/31/02 14:05,OH,250/500,503,1752.200277,0
255,38,330390,3/12/03 7:29,IN,100/300,496,1352.346029,0
126,29,747715,2/28/18 6:06,OH,500/1000,1000,1921.04003,0
156,37,371521,12/25/06 16:47,OH,500/1000,998,1078.984065,5951802
290,45,325013,9/11/11 17:26,OH,500/1000,1015,1239.121437,0
190,40,309942,10/13/94 22:33,OH,100/300,511,1253.469754,0
123,32,758510,8/24/20 1:10,IL,250/500,1011,1184.568055,0
153,34,832534,7/3/95 4:36,OH,100/300,986,1044.387795,0
285,48,969209,5/27/05 5:47,OH,500/1000,1002,1498.681541,0
59,40,440607,5/8/97 23:52,IL,250/500,2026,780.7736191,0
298,46,828861,3/30/98 6:54,IN,100/300,992,697.5510597,0
59,40,445128,1/23/18 22:49,IL,250/500,1971,783.5354962,0
123,29,375064,3/3/04 3:01,IN,250/500,502,1230.113761,0
199,41,640458,4/18/13 18:00,OH,250/500,997,894.915504,0
462,62,792671,3/11/98 9:00,OH,100/300,1992,1396.082467,0
294,46,840543,6/4/08 17:23,OH,500/1000,995,994.7197203,0
239,44,943852,8/31/97 17:30,OH,250/500,501,906.2153932,0
58,39,446282,9/16/07 11:20,IL,250/500,1969,782.5102495,0
343,49,342892,9/18/99 9:35,IN,500/1000,999,1277.539344,0
141,30,527556,6/20/00 12:29,IL,100/300,496,1363.013112,0
189,38,804568,2/14/06 18:05,OH,250/500,1989,843.1024959,0
194,34,889296,1/17/10 1:15,IN,100/300,986,1413.741572,0
29,32,674504,10/22/22 7:49,OH,100/300,1013,1717.902175,0
248,45,884855,7/1/02 21:16,IL,250/500,992,1698.8339,0
295,45,237199,5/28/03 5:20,IL,100/300,996,1115.685014,0
462,60,776635,9/27/94 13:10,OH,100/300,2049,1372.51785,0
196,41,245172,3/14/02 4:39,IL,250/500,1988,1804.945504,0
120,28,429947,11/12/21 2:53,IL,250/500,1008,1270.651958,0
152,34,836267,3/19/16 3:33,OH,100/300,1006,1054.714544,0
302,45,835834,10/16/94 11:04,IN,100/300,1001,711.5481148,0
128,30,149963,8/11/18 3:52,IL,500/1000,2013,927.7791155,0
134,34,470279,3/3/96 19:00,IN,500/1000,504,1067.276112,0
420,60,951241,7/28/01 23:38,IN,100/300,995,1187.827913,6993740
161,35,435833,6/11/95 18:11,IL,500/1000,1997,1127.979572,0
284,48,619490,1/27/95 20:23,IN,250/500,498,1384.258592,0
370,55,511191,2/15/02 17:12,IL,100/300,503,1257.225892,0
90,26,101263,2/11/23 12:57,IL,250/500,995,1003.105748,0
444,57,294909,4/12/16 2:29,OH,250/500,1982,1439.075736,0
158,37,366208,8/17/96 5:18,OH,500/1000,996,1090.175735,5944313
128,29,750367,4/4/11 14:26,OH,500/1000,1008,1905.856413,0
334,46,994981,3/27/24 7:23,IL,100/300,1978,1093.190719,0
174,39,892710,7/28/99 16:56,IN,500/1000,493,1362.183956,5136614
163,37,978001,8/19/19 8:47,IN,250/500,1008,1504.573341,0
195,42,247660,11/29/22 3:37,IL,250/500,1993,1803.648644,0
125,32,750535,5/21/03 22:02,IL,250/500,1009,1195.304324,0
128,31,547125,8/24/05 18:13,OH,100/300,2007,779.6013734,0
154,34,828580,10/5/12 7:44,OH,100/300,996,1062.142679,0
64,30,158200,7/18/03 21:59,IL,250/500,1972,1707.635215,0
303,46,830774,1/19/12 14:12,IN,100/300,1004,702.3848224,0
422,53,455353,12/17/12 10:48,IL,500/1000,1969,729.9788788,6093023
226,43,489625,9/2/18 20:33,IN,500/1000,2024,1098.4795,0
358,55,637787,7/11/11 22:42,OH,100/300,982,1096.377338,0
294,49,875187,5/20/03 15:47,IL,100/300,499,1151.75006,0
288,45,807763,7/20/10 3:11,IL,500/1000,1000,1378.513972,0
217,41,459997,3/31/21 10:23,IL,100/300,498,912.7122514,0
46,24,714789,6/29/02 8:45,OH,250/500,1992,1548.526449,4011137
223,41,258889,1/31/99 22:18,OH,100/300,2000,1053.155705,0
155,31,450781,5/1/10 16:48,IL,250/500,495,1493.119102,0
87,31,861698,8/22/97 21:41,IN,500/1000,987,1063.570285,0
236,42,513145,5/28/24 2:07,IN,250/500,504,1056.706094,0
137,32,302237,1/10/20 2:24,IL,250/500,501,1368.619741,4990535
370,55,569250,11/19/17 9:18,OH,250/500,2031,1583.121757,0
287,44,210507,11/29/03 13:32,IL,500/1000,989,1597.66672,0
271,41,635710,3/21/96 10:38,IL,250/500,997,818.5168042,0
122,34,972673,12/13/94 11:01,IL,250/500,497,1509.957259,0
27,28,722283,7/11/99 1:18,IN,100/300,1990,1382.385205,0
331,54,498702,8/13/19 1:29,OH,100/300,498,1220.88338,0
108,31,166294,9/8/95 0:22,IL,500/1000,2028,1324.026251,0
108,33,520002,12/1/96 3:07,IL,100/300,1995,690.6082881,0
286,45,219756,2/16/00 16:46,OH,100/300,988,1333.541105,0
129,28,814653,9/13/10 14:37,OH,500/1000,1013,1368.767601,0
146,37,791159,12/9/06 7:24,OH,250/500,2002,1438.855674,0
287,45,502324,7/25/03 5:17,OH,100/300,1988,1541.47646,0
336,48,292696,5/31/15 15:16,OH,100/300,501,1741.525029,0
252,39,330490,11/27/23 6:27,IN,100/300,504,1361.152625,0
214,35,719235,1/31/20 12:49,IL,100/300,506,1010.140386,0
244,45,893395,3/18/23 20:13,IL,250/500,1021,1649.992719,0
205,41,538727,11/27/20 20:55,IL,100/300,504,1252.158587,0
266,41,797798,3/21/00 17:47,IN,100/300,507,1462.129232,0
122,34,981227,5/27/98 6:51,IL,250/500,506,1509.642451,0
138,33,299173,11/11/95 7:37,IL,250/500,502,1345.629864,5063550
211,40,164750,5/1/11 1:54,OH,100/300,999,1253.803287,0
128,35,437780,1/18/16 15:05,IN,250/500,998,1097.005673,0
168,34,730013,11/3/02 16:59,IN,100/300,493,1482.549262,0
288,47,586112,12/28/98 21:17,OH,500/1000,1987,1102.013241,0
156,34,904735,6/3/20 2:17,IL,250/500,494,994.7515876,0
269,43,959317,12/24/03 18:44,IL,500/1000,2001,1367.092471,0
439,55,667803,10/16/21 15:26,IN,250/500,503,1270.98613,4000868
379,54,959823,1/24/07 23:01,OH,500/1000,498,1465.3249,0
121,34,995573,11/8/01 2:41,IL,250/500,498,1509.612165,0
189,34,459419,8/10/06 6:27,IL,250/500,987,1365.592388,0
205,40,960216,2/20/10 2:15,OH,250/500,2008,1765.229223,0
156,33,442912,11/17/06 20:59,IL,250/500,493,1472.570513,0
291,45,798112,9/27/96 19:52,IL,500/1000,1008,1355.047265,0
190,33,456847,9/14/99 14:48,IL,250/500,999,1333.731796,0
256,39,869844,4/2/22 7:59,IN,250/500,982,1082.034852,0
66,29,472910,10/28/96 2:07,IL,250/500,990,1728.976005,0
397,53,798636,2/11/07 14:39,IL,100/300,2024,1397.53964,0
399,53,797793,5/16/24 17:47,IL,100/300,1974,1396.386831,0
296,49,880200,3/10/17 23:05,IL,100/300,501,1143.443872,0
440,59,909688,3/21/17 1:10,IN,250/500,507,1346.167724,0
197,41,657697,9/30/16 13:49,OH,250/500,1010,903.0299136,0
422,53,460284,4/26/23 22:16,IL,500/1000,2017,748.4045015,6087558
122,28,435931,2/25/01 3:56,IL,250/500,996,1274.461331,0
264,46,244762,10/17/03 16:42,OH,250/500,504,1242.06234,0
4,39,500566,5/12/99 19:05,IL,100/300,996,1325.404788,5944160
342,50,689515,6/29/96 1:10,IN,100/300,1996,1394.26026,0
80,26,483399,6/28/19 16:08,IL,100/300,997,1357.758607,0
201,40,942563,3/19/18 3:59,IL,100/300,997,1422.718277,0
156,32,447238,12/23/99 5:20,IL,250/500,508,1459.232535,0
189,33,464462,11/13/23 9:35,IL,250/500,1002,1351.789497,0
377,54,506653,12/8/15 0:30,IL,100/300,497,1248.844486,0
344,49,843462,7/10/13 23:09,IN,500/1000,2012,1578.866899,0
375,56,523423,3/18/97 7:13,IN,500/1000,1995,1374.725933,7002419
77,29,695517,5/30/97 10:17,IL,250/500,1005,1248.825447,6032555
113,32,755302,6/23/95 2:31,OH,500/1000,997,1249.656814,0
169,32,998180,5/8/02 16:05,IN,100/300,1012,1044.355707,0
156,31,473439,8/13/16 15:57,IL,100/300,1926,1132.50793,0
288,45,219725,12/8/13 0:04,OH,100/300,990,1307.696172,0
319,44,286356,10/13/97 14:20,IL,500/1000,2019,1324.290542,5944382
226,37,375697,7/13/19 19:15,OH,100/300,990,1225.292594,5021423
213,39,168189,9/7/21 13:23,OH,100/300,1000,1251.27111,0
191,37,122298,4/18/21 2:01,IN,500/1000,989,1378.153314,5003141
218,40,794491,9/14/18 4:53,OH,100/300,502,1103.39659,0
33,33,748055,6/28/16 0:20,IL,500/1000,1005,1090.972529,6020870
206,40,934802,12/12/23 9:34,OH,250/500,2005,1749.650391,0
61,23,427487,10/1/11 21:36,IL,100/300,506,1095.17415,0
41,25,563439,2/15/19 0:35,OH,100/300,1018,1003.207941,0
130,34,638772,11/5/97 7:01,IN,100/300,1992,1125.024516,0
36,35,935928,11/26/08 23:30,IL,100/300,2002,1111.689736,0
232,42,505265,10/15/96 11:31,IN,250/500,506,1061.169792,0
375,55,399678,6/16/94 3:52,IN,250/500,497,1592.485613,0
372,56,401614,1/26/22 18:29,IN,250/500,495,1608.815542,0
106,28,872456,6/22/99 3:24,OH,250/500,512,1070.526158,0
246,44,303407,12/9/23 21:03,IL,500/1000,995,1186.351022,0
15,34,397894,6/15/16 9:44,IL,100/300,1004,1835.848418,0
294,45,221677,5/21/17 19:54,OH,100/300,1003,1318.997662,0
50,44,523226,10/31/98 21:20,OH,250/500,2005,1187.783041,0
32,38,722440,11/12/23 3:20,IL,250/500,1997,570.7363151,4989401
292,47,593729,2/26/23 16:04,OH,500/1000,2002,1105.549498,0
411,52,372498,1/11/95 11:00,IN,500/1000,503,1296.510555,0
301,47,725338,1/10/04 4:06,OH,100/300,1002,1017.569469,5984789
375,55,526873,12/3/17 6:10,IN,500/1000,1976,1372.146807,7050190
334,47,992119,11/17/13 19:55,IL,100/300,2042,1067.555846,0
230,43,978876,6/29/24 20:52,OH,250/500,500,1248.409417,0
209,42,912517,9/27/05 19:14,IL,250/500,2025,1333.270561,0
22,21,543393,1/20/22 11:11,IN,250/500,999,1244.578301,0
109,27,624483,11/8/18 16:19,OH,100/300,504,980.8376066,0
154,35,326980,7/2/20 2:15,OH,250/500,1008,929.1867683,0
226,43,492812,10/8/11 4:54,IN,500/1000,1991,1111.985105,0
460,60,783307,11/26/18 7:57,OH,100/300,1990,1392.355121,0
87,31,859984,11/26/14 0:49,IN,500/1000,985,1061.029286,0
96,29,405686,7/11/12 14:03,OH,100/300,495,1411.798615,6065835
180,33,114331,10/31/21 18:33,IN,500/1000,2006,1017.795873,0
127,30,152043,2/27/15 8:03,IL,500/1000,1997,913.5462993,0
272,42,958365,11/26/07 1:53,OH,500/1000,1011,1410.355593,0
164,32,963533,1/23/23 15:03,IN,100/300,998,1063.081495,0
276,45,584465,8/5/22 3:43,IN,250/500,1016,1339.241012,0
390,56,816802,1/16/07 3:12,OH,250/500,2007,1298.671906,0
283,47,610292,11/18/08 3:41,IN,250/500,502,1383.836877,0
165,34,953102,8/27/00 14:31,IL,250/500,503,907.4429323,5964092
155,37,365186,7/13/03 20:57,OH,500/1000,1002,1097.970495,5976640
50,44,531065,4/14/02 17:09,OH,250/500,2007,1197.59477,0
295,41,131998,4/10/08 5:57,OH,250/500,2019,1638.001605,4929019
426,59,951493,4/14/22 22:35,IN,100/300,996,1181.079085,6986756
290,42,133864,7/10/00 16:39,IN,500/1000,500,983.1867193,0
168,36,183560,12/14/15 7:48,IL,100/300,990,925.3420833,0
394,52,796958,8/30/03 18:49,IL,100/300,2013,1406.002897,0
232,42,290919,6/24/24 19:50,IN,100/300,498,949.3960785,0
19,32,868960,7/21/01 10:04,OH,500/1000,994,1219.273877,0
170,35,989316,6/18/14 21:49,IL,250/500,503,905.4884528,5978095
4,39,495217,1/27/20 18:02,IL,100/300,996,1295.845355,6039089
125,35,446368,10/3/09 3:25,OH,500/1000,498,1064.212295,6948686
291,44,233392,8/30/20 8:28,IL,100/300,997,1132.212489,0
113,27,622280,9/9/94 21:32,OH,100/300,499,972.5351506,0
312,47,714215,2/13/97 12:27,OH,100/300,1009,1009.828598,6125659
206,40,652609,10/9/13 17:51,OH,250/500,984,1689.001036,6985892
220,43,979839,5/6/19 17:13,OH,250/500,498,1744.9375,0
132,34,466399,8/16/99 14:50,IN,500/1000,499,1065.24021,0
284,49,161492,8/21/00 7:13,IL,100/300,1968,1104.036434,0
113,31,755639,5/18/02 18:10,OH,500/1000,986,1237.919621,0
465,62,530734,4/1/04 3:00,IL,500/1000,2008,1351.469475,5104775
362,51,512559,5/29/15 2:45,IN,500/1000,1007,1531.709615,0
286,44,210201,6/16/00 17:42,IL,500/1000,1005,1628.7953,0
419,53,371205,12/7/01 2:39,IN,500/1000,505,1357.06298,0
283,47,168685,1/31/07 6:19,OH,250/500,991,1182.69246,0
116,28,332153,10/16/08 8:56,OH,250/500,492,1279.487989,0
223,39,595069,12/22/95 22:11,OH,250/500,500,1389.514148,0
297,49,860648,9/27/13 3:15,IL,100/300,506,1133.433865,0
300,49,802249,1/11/06 17:04,OH,250/500,497,860.1624674,0
213,35,684484,12/8/12 14:59,OH,100/300,2001,1227.198819,0
342,49,349676,4/5/96 13:45,IN,500/1000,999,1289.08159,0
80,26,485077,1/14/16 20:18,IL,100/300,1004,1359.508044,0
33,33,769242,8/2/09 8:41,IL,500/1000,1017,1095.054852,5965493
275,40,941032,4/4/18 13:22,OH,500/1000,991,1378.049484,0
169,35,474365,6/11/22 22:32,IL,100/300,2007,1202.753911,0
94,32,437739,9/2/09 21:11,IN,500/1000,2046,1356.60632,0
196,34,871690,6/30/13 21:04,IN,100/300,1001,1418.871587,0
402,52,789280,7/26/10 10:29,IL,100/300,1998,1400.002355,0
368,52,743456,8/28/02 21:13,IL,250/500,988,1243.531316,7062095
273,45,187390,11/13/08 2:39,OH,100/300,505,1285.039529,3982633
278,46,591540,12/23/94 13:06,IN,250/500,1013,1363.050589,0
216,40,460798,6/10/07 3:04,IL,100/300,509,922.3211349,0
136,33,300259,7/28/16 6:34,IL,250/500,504,1364.275565,5048005
111,27,613842,5/27/15 20:30,OH,100/300,496,956.8752462,0
58,40,447945,2/28/11 7:10,IL,250/500,1978,779.5930873,0
165,35,984947,10/1/93 22:52,IL,250/500,497,873.0507558,6037059
253,40,464612,10/27/16 1:17,IL,250/500,505,1401.394293,5063420
229,44,221231,11/20/16 0:13,OH,250/500,1994,1161.05472,0
372,53,946369,12/31/02 16:56,OH,250/500,1984,1448.734496,0
100,32,224513,7/25/05 11:59,IL,250/500,504,889.4739773,0
204,40,928665,4/30/96 18:57,OH,250/500,1995,1782.807952,0
93,32,444659,9/14/94 22:35,OH,250/500,2001,1642.308991,0
34,33,762568,12/10/19 20:10,IL,500/1000,1012,1081.493577,6029091
